openalex_id,full_name,affiliated_institution,country,research_topics,works_count,citation_count,h_index,profile_url,profile_image_url
https://openalex.org/A5052538906,Maria‐Helena Ramos,Institut National de la Recherche Agronomique,MA,Hydrology and Watershed Management Studies; Flood Risk Assessment and Management; Hydrological Forecasting Using AI; Hydrology and Drought Analysis; Meteorological Phenomena and Simulations,333,9479,45,https://openalex.org/A5052538906,
https://openalex.org/A5090460868,Hassan Qjidaa,Agence pour le Développement et la Réhabilitation de la Ville de Fès,MA,Image Retrieval and Classification Techniques; Advanced Image and Video Retrieval Techniques; Medical Image Segmentation Techniques; Analog and Mixed-Signal Circuit Design; Energy Harvesting in Wireless Networks,333,4536,36,https://openalex.org/A5090460868,
https://openalex.org/A5107893355,D. Subtil,Université de Lille,FR,Maternal and Perinatal Health Interventions; Preterm Birth and Chorioamnionitis; Maternal and fetal healthcare; Pregnancy and preeclampsia studies; Assisted Reproductive Technology and Twin Pregnancy,333,6871,40,https://openalex.org/A5107893355,
https://openalex.org/A5034119119,A. Belafhal,Chouaib Doukkali University,MA,Orbital Angular Momentum in Optics; Optical Wireless Communication Technologies; Advanced Fiber Laser Technologies; Optical Polarization and Ellipsometry; Near-Field Optical Microscopy,332,3571,30,https://openalex.org/A5034119119,
https://openalex.org/A5076283101,Christophe Chipot,University of Hawaiʻi at Mānoa,US,Protein Structure and Dynamics; Spectroscopy and Quantum Chemical Studies; Lipid Membrane Structure and Behavior; Advanced Chemical Physics Studies; RNA and protein synthesis mechanisms,332,34915,61,https://openalex.org/A5076283101,
https://openalex.org/A5045796692,Ahmed Loukili,Institut de Recherche en Génie Civil et Mécanique,FR,Concrete and Cement Materials Research; Innovative concrete reinforcement materials; Concrete Properties and Behavior; Innovations in Concrete and Construction Materials; Rock Mechanics and Modeling,331,7677,51,https://openalex.org/A5045796692,
https://openalex.org/A5077671753,Hassane Zouhal,English Institute of Sport,GB,Sports Performance and Training; Cardiovascular and exercise physiology; Exercise and Physiological Responses; Sports injuries and prevention; Muscle metabolism and nutrition,331,6639,44,https://openalex.org/A5077671753,
https://openalex.org/A5021257275,Laurent Larrieu,Institut National de la Recherche Agronomique,MA,Forest Ecology and Biodiversity Studies; Forest Management and Policy; French Urban and Social Studies; Forest Insect Ecology and Management; Ecology and Vegetation Dynamics Studies,330,2971,30,https://openalex.org/A5021257275,
https://openalex.org/A5113938596,Mehdi Mehdi,Cadi Ayyad University,MA,Multicomponent Synthesis of Heterocycles; Chemical Synthesis and Reactions; Synthesis and biological activity; Catalytic Processes in Materials Science; Catalysts for Methane Reforming,328,610,14,https://openalex.org/A5113938596,
https://openalex.org/A5031695141,Mohamed Amrani,Mohammed V University,MA,Cardiac and Coronary Surgery Techniques; Mechanical Circulatory Support Devices; Transplantation: Methods and Outcomes; Cardiac Ischemia and Reperfusion; Cardiac Valve Diseases and Treatments,326,6016,43,https://openalex.org/A5031695141,
https://openalex.org/A5110640999,Mustapha Maâroufi,Centre Hospitalier Universitaire Hassan II,MA,Parasitic infections in humans and animals; Gastrointestinal disorders and treatments; Congenital Anomalies and Fetal Surgery; Vascular Malformations Diagnosis and Treatment; Sarcoma Diagnosis and Treatment,325,1024,16,https://openalex.org/A5110640999,
https://openalex.org/A5056467661,Omar Dagdag,Gachon University,KR,Corrosion Behavior and Inhibition; Concrete Corrosion and Durability; Hydrogen embrittlement and corrosion behaviors in metals; Epoxy Resin Curing Processes; Adsorption and biosorption for pollutant removal,324,7727,50,https://openalex.org/A5056467661,
https://openalex.org/A5059324426,Mohammed Ouassaid,Mohammed V University,MA,Microgrid Control and Optimization; Wind Turbine Control Systems; Smart Grid Energy Management; Multilevel Inverters and Converters; Photovoltaic System Optimization Techniques,322,3045,26,https://openalex.org/A5059324426,
https://openalex.org/A5080177497,Pierre Pontarotti,Centre National de la Recherche Scientifique,FR,Genomics and Phylogenetic Studies; T-cell and B-cell Immunology; Chromosomal and Genetic Variations; Immune Cell Function and Interaction; Bacteriophages and microbial interactions,322,10398,55,https://openalex.org/A5080177497,
https://openalex.org/A5049533145,F. Bendebba,University of Hassan II Casablanca,MA,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,321,2833,26,https://openalex.org/A5049533145,
https://openalex.org/A5027029944,Christian Ducrot,Centre de Coopération Internationale en Recherche Agronomique pour le Développement,FR,Animal Disease Management and Epidemiology; Prion Diseases and Protein Misfolding; Agriculture and Rural Development Research; Vector-Borne Animal Diseases; Zoonotic diseases and public health,320,3126,28,https://openalex.org/A5027029944,
https://openalex.org/A5058212683,Samir Chtita,MRC Laboratory of Molecular Biology,GB,Computational Drug Discovery Methods; Synthesis and biological activity; Cholinesterase and Neurodegenerative Diseases; Click Chemistry and Applications; Free Radicals and Antioxidants,318,4158,37,https://openalex.org/A5058212683,
https://openalex.org/A5065333945,T. Nommensen,The University of Sydney,AU,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,318,3050,26,https://openalex.org/A5065333945,
https://openalex.org/A5077721655,Badiaâ Lyoussi,North Carolina Department of Environmental Quality,US,Essential Oils and Antimicrobial Activity; Bee Products Chemical Analysis; Phytochemicals and Antioxidant Activities; Phytochemistry and Biological Activities; Natural Antidiabetic Agents Studies,318,10197,53,https://openalex.org/A5077721655,
https://openalex.org/A5088572719,Édouard Hirsch,Université de Lille,FR,Epilepsy research and treatment; Neuroscience and Neuropharmacology Research; Pharmacological Effects and Toxicity Studies; Neurological disorders and treatments; Genetics and Neurodevelopmental Disorders,317,24470,67,https://openalex.org/A5088572719,
https://openalex.org/A5016776018,Jacques Magdalou,Centre National pour la Recherche Scientifique et Technique (CNRST),MA,"Pharmacogenetics and Drug Metabolism; Osteoarthritis Treatment and Mechanisms; Proteoglycans and glycosaminoglycans research; Glycosylation and Glycoproteins Research; Birth, Development, and Health",316,9218,46,https://openalex.org/A5016776018,
https://openalex.org/A5023971089,Sandrine Houzé,Inserm,FR,Malaria Research and Control; Mosquito-borne diseases and control; Parasites and Host Interactions; Toxoplasma gondii Research Studies; Parasitic Infections and Diagnostics,315,5063,36,https://openalex.org/A5023971089,
https://openalex.org/A5060977861,Isabelle Villena,Centre Hospitalier Universitaire de Reims,FR,Toxoplasma gondii Research Studies; Parasitic Infections and Diagnostics; Herpesvirus Infections and Treatments; Cytomegalovirus and herpesvirus research; Rabies epidemiology and control,315,8954,50,https://openalex.org/A5060977861,
https://openalex.org/A5017895371,G. G. Ori,Cadi Ayyad University,MA,Planetary Science and Exploration; Astro and Planetary Science; Geology and Paleoclimatology Research; Space Exploration and Technology; Space Science and Extraterrestrial Life,314,6070,42,https://openalex.org/A5017895371,
https://openalex.org/A5064234628,Antonio Scala,Fermi National Accelerator Laboratory,US,Complex Network Analysis Techniques; Misinformation and Its Impacts; Opinion Dynamics and Social Influence; Material Dynamics and Properties; Steroid Chemistry and Biochemistry,314,17244,48,https://openalex.org/A5064234628,
https://openalex.org/A5016844984,Najib Kissani,Cadi Ayyad University,MA,Epilepsy research and treatment; Peripheral Neuropathies and Disorders; Multiple Sclerosis Research Studies; Pharmacological Effects and Toxicity Studies; Syphilis Diagnosis and Treatment,313,2515,25,https://openalex.org/A5016844984,
https://openalex.org/A5087181238,J.M. Sánchez-Pérez,Centre National de la Recherche Scientifique,FR,Hydrology and Watershed Management Studies; Soil and Water Nutrient Dynamics; Soil erosion and sediment transport; Flood Risk Assessment and Management; Groundwater and Isotope Geochemistry,312,6469,47,https://openalex.org/A5087181238,
https://openalex.org/A5073578549,Mohamed Boutayeb,International University of Rabat,MA,Adaptive Control of Nonlinear Systems; Stability and Control of Uncertain Systems; Advanced Control Systems Optimization; Fault Detection and Control Systems; Control Systems and Identification,311,4189,28,https://openalex.org/A5073578549,
https://openalex.org/A5044942000,Mohamed Akssira,Université Hassan II Mohammedia,MA,Crystallization and Solubility Studies; X-ray Diffraction in Crystallography; Synthesis and Reactivity of Heterocycles; Sesquiterpenes and Asteraceae Studies; Synthesis of heterocyclic compounds,310,2465,29,https://openalex.org/A5044942000,
https://openalex.org/A5024399195,Karim Wahbi,Délégation Paris 5,FR,Cardiomyopathy and Myosin Studies; Muscle Physiology and Disorders; Genetic Neurodegenerative Diseases; Nuclear Structure and Function; Mitochondrial Function and Pathology,309,11275,46,https://openalex.org/A5024399195,
https://openalex.org/A5110336629,EDWINA A. McCONNELL,Laboratoire National de Référence,MA,"Diverse Scientific and Economic Studies; Nursing Education, Practice, and Leadership; Primary Care and Health Outcomes; Medical Coding and Health Information; Family and Patient Care in Intensive Care Units",309,994,15,https://openalex.org/A5110336629,
https://openalex.org/A5035961193,Abou el kacem Qaiss,"Moroccan Foundation for Advanced Science, Innovation and Research",MA,Natural Fiber Reinforced Composites; Polymer Nanocomposites and Properties; Advanced Cellulose Research Studies; Nanocomposite Films for Food Packaging; biodegradable polymer synthesis and properties,308,10626,55,https://openalex.org/A5035961193,
https://openalex.org/A5062411390,Marc Leblanc,Mohammed V University,MA,Hydrology and Watershed Management Studies; Geological and Geochemical Analysis; Geological and Geophysical Studies Worldwide; Groundwater and Isotope Geochemistry; Groundwater and Watershed Analysis,308,13749,56,https://openalex.org/A5062411390,
https://openalex.org/A5054315981,Hervé Pelloux,Centre National de la Recherche Scientifique,FR,Toxoplasma gondii Research Studies; Cytomegalovirus and herpesvirus research; Herpesvirus Infections and Treatments; Parasitic Infections and Diagnostics; Antifungal resistance and susceptibility,307,8518,50,https://openalex.org/A5054315981,
https://openalex.org/A5077720753,Jérôme Chenal,Université Mohammed VI Polytechnique,MA,"French Urban and Social Studies; Agriculture and Rural Development Research; Land Use and Ecosystem Services; Urban and Rural Development Challenges; Aging, Elder Care, and Social Issues",307,1270,18,https://openalex.org/A5077720753,
https://openalex.org/A5043725161,Wolfram H. Gerlich,Justus-Liebig-Universität Gießen,DE,Hepatitis B Virus Studies; Hepatitis C virus research; Hepatitis Viruses Studies and Epidemiology; Liver Disease Diagnosis and Treatment; Viral gastroenteritis research and epidemiology,306,13280,60,https://openalex.org/A5043725161,
https://openalex.org/A5064506479,Rachid Saadane,Hassania School of Public Works,MA,Energy Efficient Wireless Sensor Networks; Ultra-Wideband Communications Technology; Advanced MIMO Systems Optimization; Antenna Design and Analysis; IoT and Edge/Fog Computing,306,2802,25,https://openalex.org/A5064506479,
https://openalex.org/A5054373904,Rachid Benhida,Centre National de la Recherche Scientifique,FR,Click Chemistry and Applications; DNA and Nucleic Acid Chemistry; Biochemical and Molecular Research; Advanced biosensing and bioanalysis techniques; Chemical Synthesis and Analysis,305,4945,40,https://openalex.org/A5054373904,
https://openalex.org/A5105835358,Hervé Rochat,Cadi Ayyad University,MA,Ion channel regulation and function; Venomous Animal Envenomation and Studies; Nicotinic Acetylcholine Receptors Study; Insect and Pesticide Research; HIV Research and Treatment,305,11643,58,https://openalex.org/A5105835358,
https://openalex.org/A5109969925,M. Hamedoun,Sidi Mohamed Ben Abdellah University,MA,Theoretical and Computational Physics; Magnetic and transport properties of perovskites and related materials; Advanced Condensed Matter Physics; Magnetic Properties and Synthesis of Ferrites; Magnetic properties of thin films,304,5124,40,https://openalex.org/A5109969925,
https://openalex.org/A5001231520,Éric Oksenhendler,Université Paris Cité,FR,Viral-associated cancers and disorders; Lymphoma Diagnosis and Treatment; Immunodeficiency and Autoimmune Disorders; Chronic Lymphocytic Leukemia Research; Blood groups and transfusion,303,19761,66,https://openalex.org/A5001231520,
https://openalex.org/A5012976258,Jean‐Pierre Lotz,Sorbonne Université,FR,Ovarian cancer diagnosis and treatment; PARP inhibition in cancer therapy; Testicular diseases and treatments; BRCA gene mutations in cancer; Cancer Treatment and Pharmacology,303,9600,41,https://openalex.org/A5012976258,
https://openalex.org/A5048998883,Moulay Mustapha Ennaji,Université Hassan II Mohammedia,MA,Cervical Cancer and HPV Research; Viral gastroenteritis research and epidemiology; Animal Virus Infections Studies; Viral-associated cancers and disorders; Virus-based gene therapy research,303,2617,27,https://openalex.org/A5048998883,
https://openalex.org/A5014120892,Yassine Maleh,Université Sultan Moulay Slimane,MA,Network Security and Intrusion Detection; Information and Cyber Security; Advanced Malware Detection Techniques; IoT and Edge/Fog Computing; Anomaly Detection Techniques and Applications,302,1973,22,https://openalex.org/A5014120892,
https://openalex.org/A5022462932,A. Moussa,Mohammed V University,MA,Particle physics theoretical and experimental studies; Astrophysics and Cosmic Phenomena; Neutrino Physics Research; High-Energy Particle Collisions Research; Particle Detector Development and Performance,302,4337,32,https://openalex.org/A5022462932,
https://openalex.org/A5039302980,Abdelali El Aroudi,Abdelmalek Essaâdi University,MA,Advanced DC-DC Converters; Microgrid Control and Optimization; Multilevel Inverters and Converters; Photovoltaic System Optimization Techniques; Chaos control and synchronization,302,4718,36,https://openalex.org/A5039302980,
https://openalex.org/A5057943914,A. Outzourhit,Université Mohammed VI Polytechnique,MA,Chalcogenide Semiconductor Thin Films; Quantum Dots Synthesis And Properties; Copper-based nanomaterials and applications; Conducting polymers and applications; ZnO doping and properties,302,4668,36,https://openalex.org/A5057943914,
https://openalex.org/A5062609699,Youssef Kandri Rodi,Sidi Mohamed Ben Abdellah University,MA,Crystallization and Solubility Studies; X-ray Diffraction in Crystallography; Synthesis and biological activity; Crystal structures of chemical compounds; Synthesis and Characterization of Heterocyclic Compounds,302,819,13,https://openalex.org/A5062609699,
https://openalex.org/A5002180278,Nicolás Mazzella,Institut National de la Recherche Agronomique,MA,Environmental Toxicology and Ecotoxicology; Pesticide and Herbicide Environmental Studies; Pharmaceutical and Antibiotic Environmental Impacts; Analytical chemistry methods development; Pesticide Residue Analysis and Safety,301,3475,36,https://openalex.org/A5002180278,
https://openalex.org/A5024674725,François‐Jérôme Authier,Hôpital Necker-Enfants Malades,FR,Inflammatory Myopathies and Dermatomyositis; Muscle Physiology and Disorders; Aluminum toxicity and tolerance in plants and animals; Fibromyalgia and Chronic Fatigue Syndrome Research; Peripheral Neuropathies and Disorders,300,10024,55,https://openalex.org/A5024674725,
https://openalex.org/A5105763692,Marie Weiss,Institut National de la Recherche Agronomique,MA,Remote Sensing in Agriculture; Remote Sensing and LiDAR Applications; Leaf Properties and Growth Measurement; Plant Water Relations and Carbon Dynamics; Remote Sensing and Land Use,299,16474,55,https://openalex.org/A5105763692,
https://openalex.org/A5107858654,M. Ouchrif,Brookhaven National Laboratory,US,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,299,31514,79,https://openalex.org/A5107858654,
https://openalex.org/A5071470895,B. Aitbenchikh,University of Hassan II Casablanca,MA,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,298,2192,22,https://openalex.org/A5071470895,
https://openalex.org/A5081249076,Ahmed Benharref,Cadi Ayyad University,MA,Crystal structures of chemical compounds; Biological Activity of Diterpenoids and Biflavonoids; Crystallization and Solubility Studies; X-ray Diffraction in Crystallography; Natural product bioactivities and synthesis,298,2654,27,https://openalex.org/A5081249076,
https://openalex.org/A5088782205,S. Sahraoui,Université Mohammed VI des Sciences et de la Santé,MA,Sarcoma Diagnosis and Treatment; Cancer Diagnosis and Treatment; Cancer and Skin Lesions; Head and Neck Cancer Studies; Breast Cancer Treatment Studies,298,762,12,https://openalex.org/A5088782205,
https://openalex.org/A5062542201,Nada Kheira Sebbar,Mohammed V University,MA,Crystallization and Solubility Studies; X-ray Diffraction in Crystallography; Synthesis and biological activity; Phenothiazines and Benzothiazines Synthesis and Activities; Synthesis and Characterization of Heterocyclic Compounds,295,1678,20,https://openalex.org/A5062542201,
https://openalex.org/A5066202543,Hicham Medromi,Foundation for Biomedical Research,US,Cloud Computing and Resource Management; Smart Parking Systems Research; IoT and Edge/Fog Computing; Transportation and Mobility Innovations; Network Security and Intrusion Detection,294,1928,20,https://openalex.org/A5066202543,
https://openalex.org/A5000095469,Aziz Amine,Chulalongkorn University,TH,Electrochemical sensors and biosensors; Electrochemical Analysis and Applications; Advanced biosensing and bioanalysis techniques; Analytical Chemistry and Sensors; Analytical chemistry methods development,293,12400,62,https://openalex.org/A5000095469,
https://openalex.org/A5007877210,Daniel Brunner,Centre National de la Recherche Scientifique,FR,Neural Networks and Reservoir Computing; Photonic and Optical Devices; Optical Network Technologies; Neural Networks and Applications; Advanced Memory and Neural Computing,293,8308,35,https://openalex.org/A5007877210,
https://openalex.org/A5112357708,Abdellatif Miraoui,Cadi Ayyad University,MA,Fuel Cells and Related Materials; Electric Motor Design and Analysis; Electric and Hybrid Vehicle Technologies; Advanced Battery Technologies Research; Microgrid Control and Optimization,293,8440,51,https://openalex.org/A5112357708,
https://openalex.org/A5007313512,H. Lassri,University of Hassan II Casablanca,MA,Magnetic properties of thin films; Magnetic Properties of Alloys; Magnetic and transport properties of perovskites and related materials; Metallic Glasses and Amorphous Alloys; Magnetic Properties and Applications,292,2971,26,https://openalex.org/A5007313512,
https://openalex.org/A5045968069,Laurent Torregrosa,Institut National de la Recherche Agronomique,MA,Horticultural and Viticultural Research; Fermentation and Sensory Analysis; Plant Physiology and Cultivation Studies; Plant Gene Expression Analysis; Plant biochemistry and biosynthesis,290,5312,39,https://openalex.org/A5045968069,
https://openalex.org/A5040325317,Imane Skiker,Centre Hospitalier Universitaire Mohammed VI,MA,Infectious Diseases and Tuberculosis; Sarcoma Diagnosis and Treatment; Vascular Malformations Diagnosis and Treatment; Medical Imaging and Pathology Studies; Cerebral Venous Sinus Thrombosis,289,346,7,https://openalex.org/A5040325317,
https://openalex.org/A5064482634,Mukund S. Chorghade,University of East Anglia,GB,Pharmaceutical studies and practices; Drug Solubulity and Delivery Systems; Analytical Methods in Pharmaceuticals; Synthetic Organic Chemistry Methods; Carbohydrate Chemistry and Synthesis,289,1926,22,https://openalex.org/A5064482634,
https://openalex.org/A5108166718,Hanane Baybay,Centre Hospitalier Universitaire Hassan II,MA,Cancer and Skin Lesions; Genetic and rare skin diseases.; Nonmelanoma Skin Cancer Studies; Autoimmune Bullous Skin Diseases; Cutaneous Melanoma Detection and Management,289,293,7,https://openalex.org/A5108166718,
https://openalex.org/A5135194240,Anonymous,Harbin University of Science and Technology,CN,Topological Materials and Phenomena; Quantum Chromodynamics and Particle Interactions; Quantum Information and Cryptography; Physics of Superconductivity and Magnetism; Quantum and electron transport phenomena,288,21,2,https://openalex.org/A5135194240,
https://openalex.org/A5112525430,Driss Moussaoui,Centre Hospitalier Universitaire Hassan II,MA,"Mental Health Treatment and Access; Schizophrenia research and treatment; Ovarian cancer diagnosis and treatment; Migration, Health and Trauma; Religion, Spirituality, and Psychology",287,2896,23,https://openalex.org/A5112525430,
https://openalex.org/A5112610791,Simon Msika,Hôpital 20 Août,MA,Bariatric Surgery and Outcomes; Esophageal and GI Pathology; Gastric Cancer Management and Outcomes; Intraperitoneal and Appendiceal Malignancies; Body Contouring and Surgery,287,10596,54,https://openalex.org/A5112610791,
https://openalex.org/A5055899235,Mohamed Bakhouya,International University of Rabat,MA,Smart Grid Energy Management; Building Energy and Comfort Optimization; Microgrid Control and Optimization; Advanced Battery Technologies Research; Interconnection Networks and Systems,286,3982,29,https://openalex.org/A5055899235,
https://openalex.org/A5107830283,D. Goujdami,Cadi Ayyad University,MA,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,286,27178,83,https://openalex.org/A5107830283,
https://openalex.org/A5067990442,Youssef Belmabkhout,Korea University,KR,Metal-Organic Frameworks: Synthesis and Applications; X-ray Diffraction in Crystallography; Crystallization and Solubility Studies; Membrane Separation and Gas Transport; Carbon Dioxide Capture Technologies,285,24011,77,https://openalex.org/A5067990442,
https://openalex.org/A5043251518,Mariame Meziane,Mohammed V University,MA,Autoimmune Bullous Skin Diseases; Nail Diseases and Treatments; Cutaneous lymphoproliferative disorders research; Cancer and Skin Lesions; Autoimmune and Inflammatory Disorders,284,419,11,https://openalex.org/A5043251518,
https://openalex.org/A5050214610,Mohamed Jiddane,Mohammed V University,MA,Vascular Malformations Diagnosis and Treatment; Bone Tumor Diagnosis and Treatments; Infectious Diseases and Tuberculosis; Meningioma and schwannoma management; Head and Neck Surgical Oncology,282,823,13,https://openalex.org/A5050214610,
https://openalex.org/A5065870427,Jamal Zbitou,Abdelmalek Essaâdi University,MA,Antenna Design and Analysis; Microwave Engineering and Waveguides; Energy Harvesting in Wireless Networks; Advanced Antenna and Metasurface Technologies; RFID technology advancements,282,1309,14,https://openalex.org/A5065870427,
https://openalex.org/A5090866520,Erwan Engel,Institut National de la Recherche Agronomique,MA,Meat and Animal Product Quality; Advanced Chemical Sensor Technologies; Identification and Quantification in Food; Toxic Organic Pollutants Impact; Analytical Chemistry and Chromatography,280,2690,32,https://openalex.org/A5090866520,
https://openalex.org/A5108109817,Sandrine Costamagno,Centre National pour la Recherche Scientifique et Technique (CNRST),MA,Pleistocene-Era Hominins and Archaeology; Archaeology and ancient environmental studies; Archaeological and Geological Studies; Geology and Paleoclimatology Research; Forensic Anthropology and Bioarchaeology Studies,280,2356,27,https://openalex.org/A5108109817,
https://openalex.org/A5012477824,Olivier Bouchez,Institut National de la Recherche Agronomique,MA,Genetic diversity and population structure; Genetic and phenotypic traits in livestock; Genomics and Phylogenetic Studies; Plant and animal studies; Genetic and Environmental Crop Studies,278,8986,44,https://openalex.org/A5012477824,
https://openalex.org/A5062882562,Diego H. Peluffo-Ordóńez,Universidad Yachay Tech,EC,Face and Expression Recognition; EEG and Brain-Computer Interfaces; ECG Monitoring and Analysis; Spectroscopy and Chemometric Analyses; Data Visualization and Analytics,278,2210,22,https://openalex.org/A5062882562,
https://openalex.org/A5069280525,Tayeb Kebdani,Mohammed V University,MA,Head and Neck Cancer Studies; Endometrial and Cervical Cancer Treatments; Sarcoma Diagnosis and Treatment; Breast Cancer Treatment Studies; Salivary Gland Tumors Diagnosis and Treatment,278,1163,15,https://openalex.org/A5069280525,
https://openalex.org/A5054214065,Debabrata Datta,National Research Institute of Cultural Heritage,KR,Multi-Criteria Decision Making; Probabilistic and Robust Engineering Design; Advanced Radiotherapy Techniques; Nuclear reactor physics and engineering; Radiation Therapy and Dosimetry,277,2155,22,https://openalex.org/A5054214065,
https://openalex.org/A5069249064,Jamal Chaouki,Cell Technology (China),CN,Granular flow and fluidized beds; Cyclone Separators and Fluid Dynamics; Particle Dynamics in Fluid Flows; Mineral Processing and Grinding; Fluid Dynamics and Mixing,277,8507,50,https://openalex.org/A5069249064,
https://openalex.org/A5071949613,Estelle Pujos‐Guillot,Institut National de la Recherche Agronomique,MA,"Metabolomics and Mass Spectrometry Studies; Diet and metabolism studies; Nutritional Studies and Diet; Nutrition, Genetics, and Disease; Advanced Chemical Sensor Technologies",277,6642,38,https://openalex.org/A5071949613,
https://openalex.org/A5088228078,Ahmed Imran Hunjra,Pir Mehr Ali Shah Arid Agriculture University,PK,"Islamic Finance and Banking Studies; Corporate Finance and Governance; Energy, Environment, Economic Growth; Working Capital and Financial Performance; Market Dynamics and Volatility",277,5418,42,https://openalex.org/A5088228078,
https://openalex.org/A5017461258,Sami Rouadi,Hôpital 20 Août,MA,Head and Neck Surgical Oncology; Salivary Gland Tumors Diagnosis and Treatment; Head and Neck Anomalies; Oral and Maxillofacial Pathology; Sinusitis and nasal conditions,276,692,13,https://openalex.org/A5017461258,
https://openalex.org/A5029607656,Guy Touchard,Centre Hospitalier Universitaire de Poitiers,FR,"Amyloidosis: Diagnosis, Treatment, Outcomes; Renal Diseases and Glomerulopathies; Renal Transplantation Outcomes and Treatments; Chronic Lymphocytic Leukemia Research; Multiple Myeloma Research and Treatments",276,7832,48,https://openalex.org/A5029607656,
https://openalex.org/A5086965264,Jamal Mabrouki,Mohammed V University,MA,Water Quality Monitoring Technologies; Adsorption and biosorption for pollutant removal; Water-Energy-Food Nexus Studies; Membrane Separation Technologies; Algal biology and biofuel production,275,3354,35,https://openalex.org/A5086965264,
https://openalex.org/A5007488144,Mario Lepage,Institut National de la Recherche Agronomique,MA,Marine and fisheries research; Fish Ecology and Management Studies; Marine Bivalve and Aquaculture Studies; Fish Biology and Ecology Studies; Coastal and Marine Management,274,4378,34,https://openalex.org/A5007488144,
https://openalex.org/A5041468862,F. Allali,Mohammed V University,MA,Rheumatoid Arthritis Research and Therapies; Spondyloarthritis Studies and Treatments; Autoimmune and Inflammatory Disorders Research; Bone health and osteoporosis research; Musculoskeletal Disorders and Rehabilitation,274,2139,25,https://openalex.org/A5041468862,
https://openalex.org/A5058337056,Tamar Kohn,National School of Architecture,MA,Viral gastroenteritis research and epidemiology; Bacteriophages and microbial interactions; SARS-CoV-2 detection and testing; Respiratory viral infections research; Infection Control and Ventilation,274,7935,48,https://openalex.org/A5058337056,
https://openalex.org/A5083954118,Antoine Pariselle,Mohammed V University,MA,"Parasite Biology and Host Interactions; Fish Biology and Ecology Studies; Fish biology, ecology, and behavior; Parasites and Host Interactions; Aquatic Ecosystems and Biodiversity",274,2457,30,https://openalex.org/A5083954118,
https://openalex.org/A5014322015,Ahmed Jellal,Chouaib Doukkali University,MA,Graphene research and applications; Quantum and electron transport phenomena; Topological Materials and Phenomena; Quantum optics and atomic interactions; Quantum Information and Cryptography,273,1035,16,https://openalex.org/A5014322015,
https://openalex.org/A5021525730,F. Lmidmani,Institut Régional de Médecine Physique et de Réadaptation,FR,Botulinum Toxin and Related Neurological Disorders; Shoulder Injury and Treatment; Stroke Rehabilitation and Recovery; Diabetic Foot Ulcer Assessment and Management; Shoulder and Clavicle Injuries,273,204,5,https://openalex.org/A5021525730,
https://openalex.org/A5036441247,Mohammed Benjelloun,Centre Hospitalier Universitaire Hassan II,MA,Medical Imaging and Analysis; Medical Image Segmentation Techniques; Target Tracking and Data Fusion in Sensor Networks; Radiomics and Machine Learning in Medical Imaging; MRI in cancer diagnosis,273,1769,22,https://openalex.org/A5036441247,
https://openalex.org/A5043210624,M. Ait Tamlihat,Mohammed V University,MA,Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research; Particle Detector Development and Performance; Quantum Chromodynamics and Particle Interactions; Dark Matter and Cosmic Phenomena,273,1975,21,https://openalex.org/A5043210624,
https://openalex.org/A5001448942,C. Bulaï Livideanu,Centre National de la Recherche Scientifique,FR,Mast cells and histamine; Autoimmune Bullous Skin Diseases; Urticaria and Related Conditions; Psoriasis: Treatment and Pathogenesis; Dermatology and Skin Diseases,272,2462,24,https://openalex.org/A5001448942,
https://openalex.org/A5043436786,Rachida Latib,Mohammed V University,MA,Cancer Diagnosis and Treatment; Sarcoma Diagnosis and Treatment; Cancer and Skin Lesions; Medical Imaging and Pathology Studies; Brain Metastases and Treatment,272,249,8,https://openalex.org/A5043436786,
https://openalex.org/A5044841313,Laïla Benzekri,Mohammed V University,MA,Autoimmune Bullous Skin Diseases; melanin and skin pigmentation; Nail Diseases and Treatments; Skin Diseases and Diabetes; Dermatological and Skeletal Disorders,271,1818,15,https://openalex.org/A5044841313,
https://openalex.org/A5058427280,Z. Tazi Mezalek,Mohammed V University,MA,Vasculitis and related conditions; Ocular Diseases and Behçet’s Syndrome; Systemic Lupus Erythematosus Research; Retinal and Optic Conditions; Venous Thromboembolism Diagnosis and Management,271,432,12,https://openalex.org/A5058427280,
https://openalex.org/A5061681574,H. Labrim,Mohammed V University,MA,Chalcogenide Semiconductor Thin Films; Magnetic and transport properties of perovskites and related materials; Heusler alloys: electronic and magnetic properties; Quantum Dots Synthesis And Properties; Copper-based nanomaterials and applications,271,4788,39,https://openalex.org/A5061681574,
